City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,78,7,14.18,clear sky
349,Tarakan,ID,3.3,117.6333,77.79,83,72,5.66,broken clouds
350,Naryan-Mar,RU,67.6713,53.087,45.34,82,86,14.18,overcast clouds
351,Pyaozerskiy,RU,65.8333,31.1667,64.58,66,100,0.45,overcast clouds
352,Faya,SA,18.3851,42.4509,74.61,21,100,2.84,overcast clouds
353,Nouakchott,MR,18.0858,-15.9785,75.13,77,8,14.52,clear sky
354,Den Helder,NL,52.9599,4.7593,62.02,90,20,1.99,few clouds
355,Collie,AU,-33.3667,116.15,42.21,96,46,2.98,scattered clouds
356,Zhigansk,RU,66.7697,123.3711,47.28,70,57,10.78,broken clouds
357,Hit,IQ,33.6416,42.8251,96.26,18,0,14.03,clear sky
358,Fallon,US,39.4735,-118.7774,102.42,11,4,4.18,clear sky
359,Shetpe,KZ,44.1667,52.1167,72.81,61,17,10.85,few clouds
360,Arraial Do Cabo,BR,-22.9661,-42.0278,68.81,83,1,5.26,clear sky
361,Sibolga,ID,1.7427,98.7792,75.94,90,100,2.42,light rain
362,Pacifica,US,37.6138,-122.4869,107.55,68,35,1.99,scattered clouds
363,Mancio Lima,BR,-7.6142,-72.8958,80.82,71,99,0.92,overcast clouds
364,Mobaye,CF,4.319,21.1786,69.57,98,64,1.59,light rain
365,Isangel,VU,-19.55,169.2667,73.42,66,98,7.34,overcast clouds
366,Kadaya,RU,50.9327,119.2911,63.99,93,34,1.59,light rain
367,Iqaluit,CA,63.7506,-68.5145,40.69,100,100,2.13,light rain
368,Yulara,AU,-25.2406,130.9889,49.57,48,86,8.81,overcast clouds
369,Port Keats,AU,-14.25,129.55,69.42,71,40,6.89,scattered clouds
370,Santo Domingo,DO,18.5001,-69.9886,91.08,63,20,13.8,few clouds
371,Olinda,BR,-8.0089,-34.8553,76.73,73,40,10.36,scattered clouds
372,Saint-Augustin,CA,51.226,-58.6502,47.5,95,100,12.48,overcast clouds
373,Tula,RU,54.2044,37.6111,66.85,79,25,5.21,scattered clouds
374,Tres Picos,MX,15.8667,-93.5333,90.03,61,68,5.66,broken clouds
375,Zyryanka,RU,65.75,150.85,83.73,38,0,4.16,clear sky
376,Vanimo,PG,-2.6741,141.3028,77.7,83,67,6.06,broken clouds
377,Baie-Saint-Paul,CA,47.4411,-70.4986,68.05,66,100,15.01,overcast clouds
378,Anahuac,MX,27.2333,-100.15,89.4,51,76,12.3,broken clouds
379,Svetlogorsk,BY,52.6333,29.7333,64.96,70,0,5.37,clear sky
380,Vardo,NO,70.3705,31.1107,52.0,88,85,9.98,overcast clouds
381,Husavik,IS,66.0449,-17.3389,52.05,86,73,5.23,broken clouds
382,Parry Sound,CA,45.3501,-80.033,68.86,58,100,7.43,overcast clouds
383,Noumea,NC,-22.2763,166.4572,69.01,99,57,3.87,broken clouds
384,Concordia,AR,-31.393,-58.0209,63.01,81,0,7.74,clear sky
385,Ivanjica,RS,43.5803,20.2311,69.28,84,90,4.21,overcast clouds
386,Natal,BR,-5.795,-35.2094,76.59,77,44,9.44,scattered clouds
387,Sylvan Lake,CA,52.3168,-114.0853,80.35,37,0,6.51,clear sky
388,Mogadishu,SO,2.0371,45.3438,76.42,85,90,19.24,overcast clouds
389,Karpathos,GR,35.507,27.2132,77.99,75,0,15.23,clear sky
390,Ranst,BE,51.19,4.5677,64.94,81,0,1.14,clear sky
391,Black River,JM,18.0264,-77.8487,84.97,63,14,14.88,few clouds
392,Envira,BR,-7.3,-70.2167,80.06,68,100,1.43,overcast clouds
393,Kolyvan,RU,55.3053,82.7391,56.05,92,32,4.25,scattered clouds
394,Chokwe,MZ,-24.5333,32.9833,62.67,93,0,5.82,clear sky
395,Medicine Hat,CA,50.0501,-110.6683,87.37,34,75,11.5,broken clouds
396,Mbandaka,CD,0.0487,18.2603,71.64,75,2,3.58,clear sky
397,Poyarkovo,RU,49.6,128.6833,69.71,89,99,4.97,overcast clouds
398,Roald,NO,62.5833,6.1333,64.17,94,75,1.14,broken clouds
399,Leh,IN,34.1667,77.5833,58.8,30,0,6.64,clear sky
400,Canakkale,TR,40.0833,26.8333,64.33,78,0,9.28,clear sky
401,Jamame,SO,0.0722,42.7506,74.75,83,77,11.97,broken clouds
402,Madona,LV,56.8533,26.217,67.53,79,1,3.94,clear sky
403,Simpang,ID,-1.2667,104.0833,74.21,96,99,1.59,overcast clouds
404,Viedma,AR,-40.8135,-62.9967,61.99,28,57,24.11,broken clouds
405,Pisco,PE,-13.7,-76.2167,68.02,76,10,6.38,clear sky
406,Qui Nhon,VN,13.7667,109.2333,77.38,88,31,3.4,scattered clouds
407,Frolovo,RU,49.7713,43.6622,70.54,61,37,8.57,scattered clouds
408,Vestmannaeyjar,IS,63.4427,-20.2734,53.76,93,87,20.87,overcast clouds
409,Maralal,KE,1.0968,36.698,57.81,84,70,3.29,broken clouds
410,Nanyuki,KE,0.0167,37.0728,56.25,88,95,9.57,overcast clouds
411,Chengde,CN,40.9725,117.9361,69.1,89,49,0.74,scattered clouds
412,Los Andes,CL,-32.8337,-70.5983,52.57,55,100,2.17,overcast clouds
413,Humaita,BR,-7.5061,-63.0208,82.58,48,59,2.42,broken clouds
414,Bull Savanna,JM,17.8868,-77.5902,82.45,71,15,15.55,few clouds
415,Zyuzelskiy,RU,56.4856,60.1331,55.24,69,61,3.42,broken clouds
416,Murchison,NZ,-41.8,172.3333,42.37,95,69,2.15,broken clouds
417,Muisne,EC,0.6,-80.0333,75.69,81,92,12.21,overcast clouds
418,Avera,US,33.194,-82.5271,81.7,60,74,8.93,broken clouds
419,Bambanglipuro,ID,-7.95,110.2833,58.6,93,86,4.36,overcast clouds
420,Vanderbijlpark,ZA,-26.7117,27.838,54.36,44,0,4.47,clear sky
421,Sapa,PH,5.1544,120.3241,79.75,81,100,1.7,overcast clouds
422,Lethem,GY,3.3803,-59.7968,79.34,83,73,6.22,broken clouds
423,Asfi,MA,32.2994,-9.2372,70.25,92,41,3.38,scattered clouds
424,Methoni,GR,36.8197,21.7049,79.21,78,0,2.68,clear sky
425,La Ronge,CA,55.1001,-105.2842,79.03,37,45,2.66,scattered clouds
426,Mango,US,27.9797,-82.3065,92.32,71,75,1.99,broken clouds
427,Les Escoumins,CA,48.1111,-69.0236,55.22,80,100,8.3,overcast clouds
428,Waiblingen,DE,48.8324,9.3164,62.35,89,0,1.14,clear sky
429,Otradnoye,RU,59.7775,30.8181,71.19,83,0,3.0,clear sky
430,Huarmey,PE,-10.0681,-78.1522,67.93,73,3,10.78,clear sky
431,Bela,IN,25.9333,81.9833,87.03,70,72,5.97,broken clouds
432,Conceicao Do Araguaia,BR,-8.2578,-49.2647,81.1,34,76,0.96,broken clouds
433,Noyabrsk,RU,63.1994,75.4507,65.07,65,98,17.83,overcast clouds
434,Tecoanapa,MX,16.5167,-98.75,85.6,69,65,8.16,broken clouds
435,Batagay,RU,67.6333,134.6333,47.26,88,100,10.0,overcast clouds
436,Jumla,NP,29.2747,82.1838,63.37,96,97,1.97,overcast clouds
437,Karlskoga,SE,59.3267,14.5239,69.71,71,100,4.52,overcast clouds
438,Alofi,NU,-19.0595,-169.9187,74.95,83,91,21.0,light rain
439,Bengkulu,ID,-3.8004,102.2655,74.3,90,90,4.12,moderate rain
440,Rio Gallegos,AR,-51.6226,-69.2181,36.73,91,95,17.65,light rain
441,Aripuana,BR,-9.1667,-60.6333,80.2,42,7,1.77,clear sky
442,Korem,ET,12.5058,39.5228,61.21,70,55,3.89,light rain
443,Kyren,RU,51.6828,102.1408,51.85,89,71,0.94,broken clouds
444,Dakar,SN,14.6937,-17.4441,78.93,78,40,4.61,scattered clouds
445,Del Rio,US,29.3627,-100.8968,82.42,94,90,5.75,mist
446,Lyubytino,RU,58.8122,33.3922,68.23,92,6,2.37,clear sky
447,San Patricio,US,28.017,-97.5169,88.52,73,92,11.45,overcast clouds
448,Saint-Denis,FR,48.9167,2.3333,66.22,76,0,2.3,clear sky
449,Gonen,TR,40.1049,27.654,68.92,84,0,8.39,clear sky
450,Wattegama,LK,6.7989,81.4808,74.32,75,100,10.87,overcast clouds
451,Otavi,NA,-19.65,17.3333,58.55,27,1,9.08,clear sky
452,Severo-Kurilsk,RU,50.6789,156.125,51.98,77,29,13.6,scattered clouds
453,Mbinga,TZ,-10.9333,35.0167,51.33,68,0,2.26,clear sky
454,Sept-Iles,CA,50.2001,-66.3821,56.25,91,90,1.99,overcast clouds
455,Hobyo,SO,5.3505,48.5268,76.17,79,95,25.59,overcast clouds
456,Ayotzintepec,MX,17.6667,-96.1333,86.59,73,97,3.02,overcast clouds
457,Atbasar,KZ,51.8,68.3333,64.4,59,100,14.03,overcast clouds
458,Krasnyy Kholm,RU,58.0607,37.1203,69.35,77,34,3.98,scattered clouds
459,Scarborough,GB,54.2797,-0.4044,63.54,87,94,3.0,overcast clouds
460,Bushehr,IR,28.9684,50.8385,91.17,65,5,6.49,clear sky
461,Champerico,GT,14.3,-91.9167,85.35,71,83,5.77,broken clouds
462,Mahemdavad,IN,22.8333,72.7667,86.25,64,94,7.56,overcast clouds
463,Whitehorse,CA,60.7161,-135.0538,63.01,38,81,11.99,broken clouds
464,Terney,RU,45.0503,136.6092,65.32,86,100,1.79,overcast clouds
465,Haines Junction,CA,60.7522,-137.5108,56.07,58,84,11.34,broken clouds
466,Vohibinany,MG,-17.35,49.0333,65.68,99,90,2.98,light rain
467,Westport,US,41.1415,-73.3579,85.86,74,71,5.01,broken clouds
468,Aksu,CN,41.1231,80.2644,80.53,31,70,5.95,broken clouds
469,Cockburn Town,TC,21.4612,-71.1419,80.51,85,9,18.25,clear sky
470,Tessalit,ML,20.1986,1.0114,89.13,35,99,5.32,overcast clouds
471,Oyten,DE,53.05,9.0167,62.33,77,0,9.22,clear sky
472,Formosa,AR,-26.1775,-58.1781,70.56,49,0,5.97,clear sky
473,Suez,EG,29.9737,32.5263,78.19,63,0,10.87,clear sky
474,Marmande,FR,44.5,0.1667,64.76,82,0,3.83,clear sky
475,Larsnes,NO,62.2028,5.5773,63.86,94,99,1.72,overcast clouds
476,Kpandae,GH,8.4689,-0.0113,73.83,91,100,7.02,light rain
477,Luderitz,NA,-26.6481,15.1594,54.1,72,0,14.0,clear sky
478,Orange Walk,BZ,17.8333,-88.8333,87.53,63,81,9.01,broken clouds
479,Pizarro,CO,4.9533,-77.366,76.75,87,100,4.61,overcast clouds
480,Nerchinskiy Zavod,RU,51.3088,119.61,63.43,94,36,0.89,scattered clouds
481,Mantua,IT,45.1667,10.7833,73.71,82,0,2.44,clear sky
482,Sao Filipe,CV,14.8961,-24.4956,75.51,77,0,9.1,clear sky
483,Kavieng,PG,-2.5744,150.7967,82.58,75,64,11.1,broken clouds
484,Tynda,RU,55.1667,124.7167,67.91,75,12,1.99,few clouds
485,Dubbo,AU,-32.25,148.6167,41.13,94,16,8.05,few clouds
486,Phuket,TH,8.0,98.25,80.1,94,75,21.85,moderate rain
487,Turukhansk,RU,65.8167,87.9833,50.23,70,64,13.98,broken clouds
488,Kazanskaya,RU,45.4106,40.4361,68.54,61,35,2.8,scattered clouds
489,Sistranda,NO,63.7256,8.834,61.9,93,45,7.99,scattered clouds
490,Mackay,AU,-21.15,149.2,60.67,93,0,6.91,clear sky
491,Picota,PE,-6.9197,-76.3304,78.46,87,68,0.63,broken clouds
492,Cadillac,US,44.2519,-85.4012,74.79,38,1,0.0,clear sky
493,Bhusawal,IN,21.05,75.7667,81.79,72,97,10.8,overcast clouds
494,Saquena,PE,-4.6667,-73.5167,76.91,91,70,2.19,broken clouds
495,Fier,AL,40.7239,19.5561,76.08,68,1,2.35,clear sky
496,Zheleznodorozhnyy,RU,55.7503,38.0042,76.35,59,39,4.38,scattered clouds
497,Cordeiropolis,BR,-22.4819,-47.4567,61.3,39,0,2.8,clear sky
498,Hammerfest,NO,70.6634,23.6821,54.05,100,75,3.44,broken clouds
499,Khobi,GE,42.3156,41.8987,70.14,96,71,3.38,light rain
500,Ilulissat,GL,69.2167,-51.1,46.42,49,0,4.61,clear sky
501,Norman Wells,CA,65.282,-126.8329,73.24,38,34,9.82,scattered clouds
502,Labuhan,ID,-6.8844,112.2051,76.69,89,66,6.87,light rain
503,Mandera,KE,3.9366,41.867,79.18,54,100,23.76,overcast clouds
504,Sayyan,YE,15.1718,44.3244,69.3,32,100,2.37,overcast clouds
505,Qinhuangdao,CN,39.9317,119.5883,73.69,85,2,1.5,light rain
506,Kaniama,CD,-7.5667,24.1833,66.4,33,0,5.21,clear sky
507,Olafsvik,IS,64.8945,-23.7142,52.83,93,98,13.67,overcast clouds
508,Mahibadhoo,MV,3.7833,72.9667,79.57,82,100,23.11,heavy intensity rain
509,Northam,GB,51.0333,-4.2167,58.66,92,100,6.78,light rain
510,Tambura,SS,5.6,27.4667,72.63,72,86,1.83,overcast clouds
511,Kousseri,CM,12.0769,15.0306,82.47,61,46,3.49,scattered clouds
512,Gidam,IN,18.9833,81.4,74.84,88,90,0.51,overcast clouds
513,Timra,SE,62.487,17.3257,64.67,88,90,2.3,overcast clouds
514,College,US,64.8569,-147.8028,70.59,44,17,5.37,few clouds
515,Ust-Kuyga,RU,70.0167,135.6,38.21,86,100,9.82,overcast clouds
516,Kavaratti,IN,10.5669,72.642,80.91,78,100,28.88,very heavy rain
517,Machico,PT,32.7,-16.7667,72.12,67,20,24.16,few clouds
518,Catuday,PH,16.2923,119.8062,79.7,78,49,9.91,scattered clouds
519,Sparks,US,39.5349,-119.7527,102.76,16,40,0.0,smoke
520,Konstantinovka,RU,49.6167,127.9833,70.59,84,86,4.32,overcast clouds
521,Kurilsk,RU,45.2333,147.8833,55.63,90,83,9.64,broken clouds
522,Polyarnyy,RU,69.1989,33.4478,54.07,88,76,3.33,broken clouds
523,America Dourada,BR,-11.4553,-41.4361,70.59,63,80,11.18,broken clouds
524,Wanning,CN,18.8003,110.3967,78.08,89,44,3.36,scattered clouds
525,Egvekinot,RU,66.3167,-179.1667,39.76,87,100,3.53,overcast clouds
526,Sakaraha,MG,-22.9,44.5333,61.12,76,2,1.81,clear sky
527,Cravo Norte,CO,6.3017,-70.2041,73.78,95,100,4.5,overcast clouds
528,Sur,OM,22.5667,59.5289,89.02,56,100,15.75,overcast clouds
529,Nago,JP,26.5881,127.9761,82.47,85,41,5.73,scattered clouds
530,Areia Branca,BR,-4.9561,-37.1369,80.62,73,86,13.65,overcast clouds
531,Sabratah,LY,32.7933,12.4885,82.24,55,0,9.55,clear sky
532,Clermont,FR,49.5,2.4167,65.91,93,81,5.12,broken clouds
533,Sangar,RU,63.9242,127.4739,56.86,81,100,10.16,overcast clouds
534,Piripiri,BR,-4.2733,-41.7769,84.22,48,88,6.13,overcast clouds
535,Houma,US,29.5958,-90.7195,88.0,78,99,4.0,overcast clouds
536,Asind,IN,25.7333,74.3333,81.66,70,90,8.55,overcast clouds
537,Troy,US,42.6056,-83.1499,77.83,52,1,3.0,clear sky
538,Vera Cruz,BR,-12.6333,-41.0333,71.92,57,99,8.99,overcast clouds
539,Jatara,IN,25.0167,79.05,89.22,51,89,4.21,overcast clouds
540,Khomutovo,RU,52.4658,104.4025,47.01,79,32,2.86,scattered clouds
541,Jutai,BR,-5.1833,-68.9,79.27,79,100,1.36,overcast clouds
542,Cienaga,CO,11.007,-74.2476,86.05,65,100,7.72,overcast clouds
543,Milkovo,RU,54.7167,158.6167,68.25,71,48,3.42,scattered clouds
544,Kedrovyy,RU,56.1667,91.8167,50.41,89,5,2.1,clear sky
545,Salmas,IR,38.1973,44.7653,62.64,76,4,3.06,clear sky
546,Tura,IN,25.5198,90.2201,74.89,98,100,3.85,overcast clouds
547,Luangwa,ZM,-15.6167,30.4167,56.89,70,4,2.57,clear sky
548,Myitkyina,MM,25.3833,97.4,75.81,99,100,0.65,overcast clouds
549,Ayan,RU,56.45,138.1667,54.39,94,100,6.08,overcast clouds
550,Kaseda,JP,31.4167,130.3167,73.85,88,94,8.14,overcast clouds
551,Salalah,OM,17.0151,54.0924,77.72,95,100,7.25,overcast clouds
552,Russell,US,32.3502,-85.1999,90.0,63,75,4.61,broken clouds
553,Nhulunbuy,AU,-12.2333,136.7667,74.01,73,0,9.22,clear sky
554,Caimito,CO,8.8123,-75.4107,83.95,81,96,5.99,overcast clouds
555,Taltal,CL,-25.4,-70.4833,60.39,82,39,1.81,scattered clouds
556,Qurayyat,SA,31.3318,37.3428,80.4,44,0,14.38,clear sky
557,Makurdi,NG,7.7411,8.5121,74.03,92,99,6.96,moderate rain
558,West Wendover,US,40.7391,-114.0733,101.89,8,0,15.3,clear sky
559,Half Moon Bay,US,37.4636,-122.4286,107.74,53,1,13.8,clear sky
560,Dukat,RU,62.55,155.55,70.83,49,1,6.82,clear sky
561,Santa Cruz,BO,-17.8,-63.1667,83.66,57,75,12.66,broken clouds
562,Baruun-Urt,MN,46.6806,113.2792,63.05,88,53,11.43,broken clouds
563,Lukovetskiy,RU,64.2956,41.9211,55.38,80,1,5.08,clear sky
564,Amot,NO,59.5714,7.9877,54.77,88,71,2.33,broken clouds
565,Tsevie,TG,6.4261,1.2133,74.66,85,95,5.84,overcast clouds
566,Paraiso,CR,9.8383,-83.8656,69.96,92,100,4.18,light rain
567,Kimbe,PG,-5.5502,150.1429,78.37,85,52,3.38,broken clouds
568,Lucea,JM,18.451,-78.1736,85.86,80,30,9.17,scattered clouds
569,Yuli,NG,9.6989,10.2744,73.31,91,70,4.5,broken clouds
570,Lebanon,US,36.2081,-86.2911,91.18,66,20,9.22,few clouds
571,Geraldton,AU,-28.7667,114.6,59.41,67,75,12.66,broken clouds
572,Bucerias,MX,20.75,-105.3333,86.99,73,100,6.85,overcast clouds
573,Awbari,LY,26.5921,12.7805,86.7,17,0,8.23,clear sky
574,Itoman,JP,26.1247,127.6694,82.42,89,20,5.75,few clouds
575,Okha,RU,53.5739,142.9478,63.27,82,59,8.63,broken clouds
576,Ayios Mamas,GR,40.2667,23.3333,82.33,57,0,8.3,clear sky
577,Churapcha,RU,62.0025,132.4325,67.96,87,95,3.65,overcast clouds
578,Mbini,GQ,1.574,9.6134,77.32,81,99,5.06,overcast clouds
579,Cap Malheureux,MU,-19.9842,57.6142,72.46,61,49,13.0,scattered clouds
580,Touros,BR,-5.1989,-35.4608,76.73,78,17,12.5,few clouds
581,Talara,PE,-4.5772,-81.2719,67.87,80,29,17.38,scattered clouds
582,Belton,US,38.812,-94.5319,93.13,60,3,4.0,clear sky
583,Mweka,CD,-4.85,21.5667,68.29,39,0,1.99,clear sky
584,Clyde River,CA,70.4692,-68.5914,37.96,86,69,6.38,broken clouds
585,Stromness,GB,58.965,-3.296,53.85,85,40,7.43,scattered clouds
586,Katsuura,JP,35.1333,140.3,80.11,90,97,16.42,overcast clouds
587,Adrar,MR,20.5022,-10.0711,90.57,17,6,14.54,clear sky
588,Linqiong,CN,30.4159,103.4609,71.89,96,100,0.94,heavy intensity rain
589,Pasni,PK,25.2631,63.471,81.66,86,74,5.7,broken clouds
590,Velez-Malaga,ES,36.7726,-4.1005,86.76,75,18,3.15,few clouds
591,Pouebo,NC,-20.4,164.5667,71.92,69,62,6.44,broken clouds
592,Cotonou,BJ,6.3654,2.4183,78.12,80,98,12.8,overcast clouds
593,Karatuzskoye,RU,53.6072,92.8667,51.3,93,98,1.25,overcast clouds
594,Yaan,NG,7.3833,8.5667,72.63,94,92,8.14,light rain
595,Bangsund,NO,64.3968,11.3949,63.91,89,41,1.28,scattered clouds
596,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,81.91,31,0,5.1,clear sky
597,Poum,NC,-20.2333,164.0167,72.48,72,44,12.19,scattered clouds
598,Namtsy,RU,62.7161,129.6658,62.71,71,100,10.74,light rain
599,Nizhniy Baskunchak,RU,48.2198,46.8311,78.08,40,1,11.36,clear sky
600,Dong Hoi,VN,17.4833,106.6,80.74,85,62,10.49,broken clouds
601,Esperance,AU,-33.8667,121.9,52.48,81,98,19.75,overcast clouds
602,Goba,ET,7.0167,39.9833,49.28,89,71,5.32,broken clouds
603,Petatlan,MX,17.5167,-101.2667,83.88,82,100,5.12,overcast clouds
604,Kasongo,CD,-4.45,26.6667,74.71,41,47,3.83,scattered clouds
605,Kholodnyy,RU,62.7167,147.95,64.89,62,3,6.71,clear sky
606,Port Pirie,AU,-33.1833,138.0167,47.3,84,49,5.14,scattered clouds
607,Vaitape,PF,-16.5167,-151.75,79.57,75,11,16.69,few clouds
608,Klimovo,RU,52.3805,32.1923,65.95,74,8,4.7,clear sky
609,Sal Rei,CV,16.1833,-22.9167,73.96,82,2,20.51,clear sky
610,Kindu,CD,-2.95,25.95,72.66,48,4,2.35,clear sky
611,Kisangani,CD,0.5167,25.2,74.01,78,73,2.21,broken clouds
612,Talnakh,RU,69.4865,88.3972,52.97,84,100,19.19,moderate rain
613,Bara,NG,10.3744,10.7288,74.82,84,49,8.08,scattered clouds
614,Tiznit,MA,29.5833,-9.5,72.73,62,2,5.1,clear sky
615,Shimoda,JP,34.6667,138.95,84.11,92,100,17.29,overcast clouds
616,Iberia,US,29.9502,-91.7507,84.18,87,100,5.88,overcast clouds
617,Strathmore,CA,51.0501,-113.3852,86.38,30,48,3.74,scattered clouds
618,Filingue,NE,14.3521,3.3168,83.84,54,100,2.62,overcast clouds
619,Tromso,NO,69.6496,18.957,54.25,94,75,0.0,broken clouds
620,Chitral,PK,35.8462,71.7858,79.0,51,2,1.66,clear sky
621,Hinton,CA,53.4001,-117.5857,88.11,21,67,5.37,broken clouds
622,Brainerd,US,46.358,-94.2008,79.09,40,16,7.65,few clouds
623,Saint Anthony,US,45.0205,-93.218,81.82,63,40,4.0,scattered clouds
624,Broken Hill,AU,-31.95,141.4333,43.99,91,0,5.82,clear sky
625,Gat,IL,31.61,34.7642,79.48,73,0,1.39,clear sky
626,Jalalabad,AF,34.4265,70.4515,92.57,26,0,1.45,clear sky
627,Coria,ES,39.9879,-6.5377,82.45,27,0,4.0,clear sky
628,Capoterra,IT,39.1763,8.9718,72.54,53,0,10.36,clear sky
629,San Quintin,MX,30.4833,-115.95,75.56,63,15,11.01,few clouds
630,Havre,FR,49.5833,0.3333,60.49,94,75,3.44,broken clouds
631,Olean,US,42.0776,-78.4297,73.13,88,90,5.75,overcast clouds
632,La Palma,US,33.8464,-118.0467,110.05,45,1,8.01,clear sky
633,Mecca,SA,21.4267,39.8261,91.17,30,97,4.45,overcast clouds
634,Glencoe,ZA,-28.1783,30.147,48.47,86,85,2.21,overcast clouds
635,Inta,RU,66.0317,60.1659,50.31,81,98,14.63,overcast clouds
636,Port Hedland,AU,-20.3167,118.5667,57.25,72,5,10.36,clear sky
637,Erenhot,CN,43.6475,111.9767,81.01,31,80,7.16,broken clouds
638,Port Macquarie,AU,-31.4333,152.9167,57.88,61,9,22.32,clear sky
639,Biak,ID,-0.9131,122.8766,73.9,88,100,4.85,overcast clouds
640,Awjilah,LY,29.1081,21.2869,86.63,36,53,9.84,broken clouds
641,Henties Bay,NA,-22.116,14.2845,53.85,90,4,6.91,clear sky
642,Tiarei,PF,-17.5333,-149.3333,84.22,76,6,16.96,clear sky
643,Mastic Beach,US,40.7668,-72.8521,83.16,79,1,5.01,clear sky
644,Havoysund,NO,70.9963,24.6622,54.48,96,100,14.05,overcast clouds
645,Khowst,AF,33.3833,69.8833,83.79,39,0,3.67,clear sky
646,Lensk,RU,60.7253,114.9278,52.9,66,29,3.89,scattered clouds
647,Lompoc,US,34.6391,-120.4579,93.11,46,11,7.0,few clouds
648,Cahir,IE,52.3769,-7.9217,59.11,98,100,4.16,overcast clouds
649,Mansa,IN,29.9833,75.3833,92.95,41,6,8.9,clear sky
650,Sobolevo,RU,54.4299,31.8996,64.63,73,0,2.35,clear sky
651,Rexburg,US,43.826,-111.7897,89.11,20,1,12.66,clear sky
652,Soligalich,RU,59.0778,42.2864,67.39,95,84,4.61,broken clouds
653,Arkadak,RU,51.9326,43.4978,66.58,77,0,6.44,clear sky
654,Rafai,CF,4.95,23.9167,67.82,98,44,1.21,light rain
655,Canavieiras,BR,-15.675,-38.9472,69.42,74,15,4.74,few clouds
656,Nioki,CD,-2.7167,17.6833,77.02,39,1,1.7,clear sky
657,Koshurnikovo,RU,54.1667,93.3,48.09,88,94,3.0,overcast clouds
658,Roebourne,AU,-20.7833,117.1333,63.41,56,3,8.32,clear sky
659,Nazare,BR,-13.035,-39.0144,69.15,86,100,2.86,overcast clouds
660,Calcutta,IN,22.5697,88.3697,85.95,89,40,0.0,haze
661,Belize,BZ,17.25,-88.75,87.24,56,100,8.9,overcast clouds
662,Ust-Nera,RU,64.5667,143.2,74.37,47,1,8.03,clear sky
663,Kamaishi,JP,39.2667,141.8833,66.7,99,100,4.68,overcast clouds
664,Tual,ID,-5.6667,132.75,80.94,80,73,22.64,broken clouds
665,Blagoyevo,RU,63.3667,47.9167,62.37,70,60,8.43,broken clouds
666,Mucurapo,TT,10.6667,-61.5333,82.26,81,100,10.33,overcast clouds
667,Edea,CM,3.8,10.1333,72.7,97,91,1.14,overcast clouds
668,Buraydah,SA,26.326,43.975,91.9,10,14,8.25,few clouds
669,Najran,SA,17.4924,44.1277,83.59,15,100,4.36,overcast clouds
670,Lufkin,US,31.3382,-94.7291,87.71,58,20,13.8,few clouds
671,Tayu,ID,-6.5397,111.0518,77.07,90,76,6.11,broken clouds
672,Maues,BR,-3.3836,-57.7186,79.59,78,87,2.62,overcast clouds
673,Baijiantan,CN,45.6333,85.1833,82.2,39,0,6.53,clear sky
674,Meiganga,CM,6.5167,14.3,62.87,96,54,2.21,broken clouds
675,Velizh,RU,55.6056,31.1967,66.22,82,0,4.07,clear sky
676,Puerto Varas,CL,-41.3195,-72.9854,43.14,86,28,6.53,scattered clouds
677,Hauterive,FR,46.0901,3.4459,65.16,91,83,2.42,broken clouds
678,Quang Ngai,VN,15.1167,108.8,74.43,87,19,4.59,few clouds
679,General Roca,AR,-39.0333,-67.5833,53.89,36,7,25.43,clear sky
680,Motala,SE,58.5371,15.0365,67.77,73,86,7.52,light rain
681,Yar-Sale,RU,66.8333,70.8333,46.9,84,93,20.31,overcast clouds
682,Port-Cartier,CA,50.0334,-66.8654,55.92,86,100,3.42,overcast clouds
683,Manbij,SY,36.5281,37.9549,84.97,50,0,13.27,clear sky
684,Calvinia,ZA,-31.4707,19.776,43.99,51,24,3.22,few clouds
685,Kostino,RU,58.9097,53.2691,63.93,96,85,4.18,overcast clouds
686,Kurtalan,TR,37.9272,41.7028,71.82,23,0,2.13,clear sky
687,Pankrushikha,RU,53.8319,80.3406,56.62,92,34,6.38,scattered clouds
688,Bardiyah,LY,31.7561,25.0865,78.84,73,0,7.61,clear sky
689,Little Current,CA,45.9793,-81.9248,73.42,59,67,5.82,broken clouds
690,The Valley,AI,18.217,-63.0578,82.81,77,100,19.66,overcast clouds
691,Warwick,US,41.7001,-71.4162,78.91,79,75,13.8,broken clouds
692,Bilibino,RU,68.0546,166.4372,77.67,54,12,7.52,few clouds
693,Meadow Lake,US,34.8014,-106.5436,101.82,18,1,8.08,clear sky
694,Kysyl-Syr,RU,63.8986,122.7617,48.06,91,100,7.96,light rain
695,Kilindoni,TZ,-7.9139,39.6668,77.09,72,36,18.54,scattered clouds
696,Karacakoy,TR,41.4029,28.3834,74.68,85,0,9.8,clear sky
697,Santa Marta,CO,11.2408,-74.199,85.98,70,100,24.0,overcast clouds
